Continent,Conformity,Colname,Label
North America,Nonconformity,"Copper ion|water|ground-, long-term",61
North America,Nonconformity,Copper ion|water|ocean,62
North America,Nonconformity,Copper ion|water|surface water,63
North America,Nonconformity,Copper ion|water|unspecified,64
North America,Nonconformity,Copper oxide|soil|agricultural,65
North America,Nonconformity,Copper oxychloride|air|non-urban air or from high stacks,66
North America,Nonconformity,Copper oxychloride|soil|agricultural,67
North America,Nonconformity,Copper oxychloride|soil|forestry,68
North America,Nonconformity,Copper oxychloride|water|unspecified,69
North America,Nonconformity,"Iron ion|air|low population density, long-term",72
North America,Nonconformity,Iron ion|air|non-urban air or from high stacks,73
North America,Nonconformity,Iron ion|air|unspecified,74
North America,Nonconformity,Iron ion|air|urban air close to ground,75
North America,Marginally acceptable conformity,Iron ion|soil|agricultural,76
North America,Nonconformity,Iron ion|soil|industrial,77
North America,Marginally acceptable conformity,Iron ion|soil|unspecified,78
North America,Nonconformity,Iron ion|water|ground-,79
North America,Nonconformity,"Iron ion|water|ground-, long-term",80
North America,Marginally acceptable conformity,Iron ion|water|ocean,81
North America,Nonconformity,Iron ion|water|surface water,82
North America,Nonconformity,Iron-59|water|surface water,71
South America,Marginally acceptable conformity,"Arsenic ion|air|low population density, long-term",1
South America,Marginally acceptable conformity,Arsenic ion|air|non-urban air or from high stacks,2
South America,Nonconformity,Arsenic ion|air|unspecified,3
South America,Marginally acceptable conformity,Arsenic ion|air|urban air close to ground,4
South America,Acceptable conformity,Arsenic ion|soil|agricultural,5
South America,Marginally acceptable conformity,Arsenic ion|soil|industrial,6
South America,Nonconformity,Arsenic ion|soil|unspecified,7
South America,Acceptable conformity,Arsenic ion|water|ground-,8
South America,Marginally acceptable conformity,"Arsenic ion|water|ground-, long-term",9
South America,Acceptable conformity,Arsenic ion|water|ocean,10
South America,Acceptable conformity,Arsenic ion|water|surface water,11
South America,Nonconformity,Arsenic ion|water|unspecified,12
South America,Marginally acceptable conformity,Cadmium|natural resource|in ground,26
South America,Marginally acceptable conformity,"Cadmium II|air|low population density, long-term",13
South America,Nonconformity,Cadmium II|air|lower stratosphere + upper troposphere,14
South America,Close conformity,Cadmium II|air|non-urban air or from high stacks,15
South America,Marginally acceptable conformity,Cadmium II|air|unspecified,16
South America,Nonconformity,Cadmium II|air|urban air close to ground,17
South America,Acceptable conformity,Cadmium II|soil|agricultural,18
South America,Nonconformity,Cadmium II|soil|forestry,19
South America,Nonconformity,Cadmium II|soil|industrial,20
South America,Nonconformity,Cadmium II|soil|unspecified,21
South America,Acceptable conformity,Cadmium II|water|ground-,22
South America,Marginally acceptable conformity,"Cadmium II|water|ground-, long-term",23
South America,Acceptable conformity,Cadmium II|water|ocean,24
South America,Acceptable conformity,Cadmium II|water|surface water,25
South America,Acceptable conformity,Chromium|natural resource|in ground,51
South America,Marginally acceptable conformity,"Chromium III|air|low population density, long-term",29
South America,Nonconformity,Chromium III|air|lower stratosphere + upper troposphere,30
South America,Acceptable conformity,Chromium III|air|non-urban air or from high stacks,31
South America,Acceptable conformity,Chromium III|air|unspecified,32
South America,Marginally acceptable conformity,Chromium III|air|urban air close to ground,33
South America,Nonconformity,Chromium III|soil|agricultural,34
South America,Acceptable conformity,Chromium III|soil|forestry,35
South America,Acceptable conformity,Chromium III|soil|industrial,36
South America,Nonconformity,Chromium III|soil|unspecified,37
South America,Nonconformity,Chromium III|water|ground-,38
South America,Acceptable conformity,Chromium III|water|ocean,39
South America,Acceptable conformity,Chromium III|water|surface water,40
South America,Nonconformity,Chromium III|water|unspecified,41
South America,Acceptable conformity,"Chromium VI|air|low population density, long-term",42
South America,Close conformity,Chromium VI|air|non-urban air or from high stacks,43
South America,Acceptable conformity,Chromium VI|air|unspecified,44
South America,Marginally acceptable conformity,Chromium VI|air|urban air close to ground,45
South America,Acceptable conformity,Chromium VI|soil|unspecified,46
South America,Acceptable conformity,Chromium VI|water|ground-,47
South America,Nonconformity,"Chromium VI|water|ground-, long-term",48
South America,Marginally acceptable conformity,Chromium VI|water|surface water,49
South America,Nonconformity,Chromium VI|water|unspecified,50
South America,Acceptable conformity,Chromium-51|air|non-urban air or from high stacks,27
South America,Marginally acceptable conformity,Chromium-51|water|surface water,28
South America,Acceptable conformity,Copper|natural resource|in ground,70
South America,Marginally acceptable conformity,"Copper ion|air|low population density, long-term",52
South America,Nonconformity,Copper ion|air|lower stratosphere + upper troposphere,53
South America,Acceptable conformity,Copper ion|air|non-urban air or from high stacks,54
South America,Nonconformity,Copper ion|air|unspecified,55
South America,Acceptable conformity,Copper ion|air|urban air close to ground,56
South America,Acceptable conformity,Copper ion|soil|agricultural,57
South America,Acceptable conformity,Copper ion|soil|industrial,58
South America,Acceptable conformity,Copper ion|soil|unspecified,59
South America,Acceptable conformity,Copper ion|water|ground-,60
South America,Marginally acceptable conformity,"Copper ion|water|ground-, long-term",61
South America,Acceptable conformity,Copper ion|water|ocean,62
South America,Acceptable conformity,Copper ion|water|surface water,63
South America,Nonconformity,Copper ion|water|unspecified,64
South America,Acceptable conformity,Copper oxide|soil|agricultural,65
South America,Nonconformity,Copper oxychloride|air|non-urban air or from high stacks,66
South America,Marginally acceptable conformity,Copper oxychloride|soil|agricultural,67
South America,Nonconformity,Copper oxychloride|soil|forestry,68
South America,Acceptable conformity,Copper oxychloride|water|unspecified,69
South America,Marginally acceptable conformity,"Iron ion|air|low population density, long-term",72
South America,Nonconformity,Iron ion|air|non-urban air or from high stacks,73
South America,Nonconformity,Iron ion|air|unspecified,74
South America,Marginally acceptable conformity,Iron ion|air|urban air close to ground,75
South America,Marginally acceptable conformity,Iron ion|soil|agricultural,76
South America,Marginally acceptable conformity,Iron ion|soil|industrial,77
South America,Nonconformity,Iron ion|soil|unspecified,78
South America,Acceptable conformity,Iron ion|water|ground-,79
South America,Acceptable conformity,"Iron ion|water|ground-, long-term",80
South America,Marginally acceptable conformity,Iron ion|water|ocean,81
South America,Nonconformity,Iron ion|water|surface water,82
South America,Acceptable conformity,Iron-59|water|surface water,71
Africa,Nonconformity,"Arsenic ion|air|low population density, long-term",1
Africa,Marginally acceptable conformity,Arsenic ion|air|non-urban air or from high stacks,2
Africa,Nonconformity,Arsenic ion|air|unspecified,3
Africa,Nonconformity,Arsenic ion|air|urban air close to ground,4
Africa,Nonconformity,Arsenic ion|soil|agricultural,5
Africa,Nonconformity,Arsenic ion|soil|industrial,6
Africa,Nonconformity,Arsenic ion|soil|unspecified,7
Africa,Nonconformity,Arsenic ion|water|ground-,8
Africa,Nonconformity,"Arsenic ion|water|ground-, long-term",9
Africa,Nonconformity,Arsenic ion|water|ocean,10
Africa,Marginally acceptable conformity,Arsenic ion|water|surface water,11
Africa,Nonconformity,Arsenic ion|water|unspecified,12
Africa,Nonconformity,Cadmium|natural resource|in ground,26
Africa,Nonconformity,"Cadmium II|air|low population density, long-term",13
Africa,Nonconformity,Cadmium II|air|lower stratosphere + upper troposphere,14
Africa,Nonconformity,Cadmium II|air|non-urban air or from high stacks,15
Africa,Nonconformity,Cadmium II|air|unspecified,16
Africa,Marginally acceptable conformity,Cadmium II|air|urban air close to ground,17
Africa,Nonconformity,Cadmium II|soil|agricultural,18
Africa,Nonconformity,Cadmium II|soil|forestry,19
Africa,Nonconformity,Cadmium II|soil|industrial,20
Africa,Nonconformity,Cadmium II|soil|unspecified,21
Africa,Nonconformity,Cadmium II|water|ground-,22
Africa,Nonconformity,"Cadmium II|water|ground-, long-term",23
Africa,Nonconformity,Cadmium II|water|ocean,24
Africa,Nonconformity,Cadmium II|water|surface water,25
Africa,Marginally acceptable conformity,Chromium|natural resource|in ground,51
Africa,Nonconformity,"Chromium III|air|low population density, long-term",29
Africa,Nonconformity,Chromium III|air|lower stratosphere + upper troposphere,30
Africa,Nonconformity,Chromium III|air|non-urban air or from high stacks,31
Africa,Nonconformity,Chromium III|air|unspecified,32
Africa,Nonconformity,Chromium III|air|urban air close to ground,33
Africa,Nonconformity,Chromium III|soil|agricultural,34
Africa,Nonconformity,Chromium III|soil|forestry,35
Africa,Nonconformity,Chromium III|soil|industrial,36
Africa,Nonconformity,Chromium III|soil|unspecified,37
Africa,Nonconformity,Chromium III|water|ground-,38
Africa,Nonconformity,Chromium III|water|ocean,39
Africa,Nonconformity,Chromium III|water|surface water,40
Africa,Nonconformity,Chromium III|water|unspecified,41
Africa,Nonconformity,"Chromium VI|air|low population density, long-term",42
