"","Database","Column","ChiSq","ChiSqP","MantissaArcTest","MantissaArcTestP","MADConformity","MAD","NumberOfObservations"
"2279","Ecoinvent","Thiophanate-methyl|water|unspecified",114.234566539252,5.1219308211744e-21,0.000352988300261078,0.000479265580903397,"Acceptable conformity",0.0070886783836509,21653
"2280","Ecoinvent","Thiram|air|non-urban air or from high stacks",223.882721269413,5.82096928023061e-44,0.00158100388990162,1.35703092097899e-15,"Acceptable conformity",0.00949732387325718,21653
"2281","Ecoinvent","Thiram|air|unspecified",7.97445298859222,0.435969615525758,0.0212524363164,0.843648373281198,"Nonconformity",0.0884038848641417,8
"2282","Ecoinvent","Thiram|soil|agricultural",99.3794066984067,5.71685871926168e-18,0.0010736802246779,7.93631194016446e-11,"Close conformity",0.00495745759597465,21661
"2283","Ecoinvent","Thiram|soil|forestry",285.421173524896,5.19945795397858e-57,0.00156619770732573,1.86992334525976e-15,"Acceptable conformity",0.00942837941211047,21653
"2284","Ecoinvent","Thiram|water|ground-",245.514546049613,1.53758867790473e-48,0.0015557056154015,2.34687042043388e-15,"Acceptable conformity",0.0102465143883,21653
"2285","Ecoinvent","Thiram|water|unspecified",158.694544853041,2.99835493497253e-30,0.00155939091431454,2.16687259433859e-15,"Acceptable conformity",0.00878424078341794,21653
"2286","Ecoinvent","Thorium|air|non-urban air or from high stacks",41.6057901952214,1.605551185751e-06,0.000176506480678901,0.0218862908634947,"Close conformity",0.0041778309271364,21653
"2287","Ecoinvent","Thorium|air|unspecified",245.301996559961,1.7055935396141e-48,0.00285944399235525,1.2603395798021e-27,"Acceptable conformity",0.0105045701877562,21661
"2288","Ecoinvent","Thorium|air|urban air close to ground",87.7723302930934,1.31620240360554e-15,0.000941584577390755,1.39812909573229e-09,"Close conformity",0.00564347319840226,21653
"2289","Ecoinvent","Thorium-228|air|non-urban air or from high stacks",132.916075996789,7.02877644061664e-25,0.000731134310354152,1.33221694284473e-07,"Acceptable conformity",0.00714408009388751,21653
"2290","Ecoinvent","Thorium-228|air|unspecified",60.8521550733998,3.17093140787358e-10,0.000483371402819798,2.83663221434912e-05,"Close conformity",0.00452187974697093,21661
"2291","Ecoinvent","Thorium-228|air|urban air close to ground",180.011452517579,1.02381878340739e-34,0.00128087818568965,9.01374697981508e-13,"Acceptable conformity",0.00727529130225885,21653
